81.510000;-16.870000;-83.990000;71.430000;-61.700000;-39.460000;-33.380000;-88.290000;-85.410000;-20.340000;35.340000;26.530000;-99.080000;52.650000;71.130000;92.810000;-46.250000;-72.560000;-10.880000;12.600000;33.020000;-86.760000;-32.280000;-99.000000;89.870000;-15.430000;64.050000;47.720000;-55.770000;62.220000
47.660000;38.630000;-51.390000;49.990000;93.190000;-72.300000;-27.300000;-57.220000;-10.380000;-94.800000;90.990000;15.220000;-94.090000;52.980000;-90.200000;80.060000;-23.450000;-60.380000;-27.800000;-98.490000;34.580000;19.180000;25.820000;-30.070000;-90.100000;44.680000;-95.360000;6.380000;-63.630000;-24.080000
-62.440000;85.300000;86.530000;44.340000;-11.240000;86.830000;44.470000;-53.780000;78.780000;-60.140000;80.460000;6.620000;79.790000;99.520000;63.500000;90.200000;40.500000;63.140000;89.470000;31.150000;-63.220000;12.420000;59.840000;11.860000;-61.150000;22.800000;-41.490000;42.780000;-25.140000;-38.360000
74.850000;-15.210000;-56.020000;19.170000;21.600000;70.370000;36.050000;43.130000;-5.110000;6.690000;-97.490000;-23.540000;-8.330000;99.990000;-33.560000;43.570000;-56.110000;86.030000;-76.230000;82.350000;58.420000;-3.390000;54.150000;30.970000;-36.120000;76.180000;73.220000;-56.840000;81.400000;15.980000
88.310000;-42.730000;-95.330000;40.500000;30.280000;18.670000;36.710000;-4.030000;-1.960000;-72.280000;-67.220000;36.890000;83.170000;42.760000;-59.200000;6.260000;-34.200000;-74.370000;67.930000;-43.840000;-34.220000;79.780000;-21.870000;15.690000;-56.640000;-2.330000;-90.330000;36.190000;-66.010000;51.530000
-26.760000;60.480000;77.550000;41.270000;-49.400000;-52.930000;-35.240000;-74.890000;-96.940000;81.330000;72.830000;24.370000;39.870000;34.360000;-37.380000;-57.690000;87.800000;-81.130000;23.120000;1.060000;91.930000;-82.600000;-74.680000;-96.940000;95.630000;-17.440000;87.570000;36.530000;27.760000;3.260000
18.720000;54.250000;-60.640000;-37.340000;92.360000;-4.960000;-36.160000;45.840000;-19.140000;93.730000;-91.380000;84.830000;18.890000;31.500000;23.150000;-71.650000;41.110000;-19.090000;-13.280000;16.500000;-0.920000;-78.420000;-15.190000;59.070000;-68.350000;-28.620000;-68.940000;90.570000;-47.710000;59.090000
-67.480000;10.450000;-67.120000;-81.020000;-3.910000;-80.810000;1.980000;-69.970000;-58.630000;-50.450000;-38.860000;1.100000;56.750000;-10.720000;33.410000;-57.360000;-20.630000;-64.380000;26.930000;63.140000;-67.300000;13.420000;-9.880000;72.360000;-6.230000;-19.240000;71.610000;-58.630000;31.140000;74.400000
-50.120000;63.910000;78.500000;84.290000;-99.210000;-57.300000;-48.520000;-76.800000;16.660000;27.650000;8.540000;-50.490000;49.140000;-37.680000;61.200000;-52.100000;14.590000;7.840000;67.570000;93.060000;6.980000;96.820000;-70.310000;-73.190000;-76.290000;-13.960000;73.900000;63.730000;74.620000;-15.290000
-70.730000;-75.720000;49.290000;-29.070000;-47.550000;-79.360000;66.890000;59.500000;-52.310000;56.850000;-89.000000;-91.820000;50.610000;-17.550000;-74.450000;71.360000;-22.920000;48.880000;-94.020000;-21.990000;-13.450000;34.470000;19.270000;16.510000;-93.910000;-48.070000;66.120000;-3.940000;44.670000;61.540000
